timestamp,frame,count
0:00:00,0,2
0:00:00,3,2
0:00:00,6,3
0:00:00,9,2
0:00:00,12,2
0:00:00,15,3
0:00:00,18,3
0:00:00,21,3
0:00:00,24,2
0:00:01,27,2
0:00:01,30,2
0:00:01,33,1
0:00:01,36,1
0:00:01,39,1
0:00:01,42,0
0:00:01,45,1
0:00:01,48,1
0:00:02,51,2
0:00:02,54,1
0:00:02,57,1
0:00:02,60,1
0:00:02,63,3
0:00:02,66,3
0:00:02,69,3
0:00:02,72,4
0:00:03,75,3
0:00:03,78,3
0:00:03,81,3
0:00:03,84,4
0:00:03,87,3
0:00:03,90,3
0:00:03,93,2
0:00:03,96,2
0:00:03,99,2
0:00:04,102,2
0:00:04,105,2
0:00:04,108,3
0:00:04,111,2
0:00:04,114,1
0:00:04,117,1
0:00:04,120,1
0:00:04,123,2
0:00:05,126,2
0:00:05,129,3
0:00:05,132,3
0:00:05,135,3
0:00:05,138,3
0:00:05,141,3
0:00:05,144,3
0:00:05,147,3
0:00:06,150,2
0:00:06,153,0
0:00:06,156,0
0:00:06,159,0
0:00:06,162,0
0:00:06,165,0
0:00:06,168,0
0:00:06,171,2
0:00:06,174,2
0:00:07,177,3
0:00:07,180,2
0:00:07,183,2
0:00:07,186,2
0:00:07,189,2
0:00:07,192,2
0:00:07,195,2
0:00:07,198,2
0:00:08,201,2
0:00:08,204,2
0:00:08,207,2
0:00:08,210,2
0:00:08,213,2
0:00:08,216,2
0:00:08,219,2
0:00:08,222,2
0:00:09,225,2
0:00:09,228,2
0:00:09,231,2
0:00:09,234,2
0:00:09,237,2
0:00:09,240,2
0:00:09,243,2
0:00:09,246,2
0:00:09,249,2
0:00:10,252,2
0:00:10,255,2
0:00:10,258,2
0:00:10,261,2
0:00:10,264,2
0:00:10,267,2
0:00:10,270,1
0:00:10,273,1
0:00:11,276,1
0:00:11,279,1
0:00:11,282,1
0:00:11,285,0
0:00:11,288,0
0:00:11,291,0
0:00:11,294,1
0:00:11,297,2
0:00:12,300,1
0:00:12,303,1
0:00:12,306,1
0:00:12,309,2
0:00:12,312,2
0:00:12,315,3
0:00:12,318,2
0:00:12,321,2
0:00:12,324,2
0:00:13,327,1
0:00:13,330,0
0:00:13,333,0
0:00:13,336,1
0:00:13,339,0
0:00:13,342,0
